Frame,Visibility,X,Y,Z,Original_Frame,Point_Coordinates_Camera1,Point_Coordinates_Camera2,Point_Costs_Formula1,Point_Costs_Formula2,Point_Costs_Epipolar,Point_Costs_Reprojection,Point_Costs_Temporal
156,0,[0],[0],[0],156,[],[],[],[],[],[],[]
157,0,[0],[0],[0],157,[],[],[],[],[],[],[]
158,0,[0],[0],[0],158,[],[],[],[],[],[],[]
159,0,[0],[0],[0],159,[],[],[],[],[],[],[]
160,0,[0],[0],[0],160,[],[],[],[],[],[],[]
161,0,[0],[0],[0],161,[],[],[],[],[],[],[]
162,0,[0],[0],[0],162,[],[],[],[],[],[],[]
163,0,[0],[0],[0],163,[],[],[],[],[],[],[]
164,0,[0],[0],[0],164,[],[],[],[],[],[],[]
165,0,[0],[0],[0],165,[],[],[],[],[],[],[]
166,0,[0],[0],[0],166,[],[],[],[],[],[],[]
167,0,[0],[0],[0],167,[],[],[],[],[],[],[]
168,0,[0],[0],[0],168,[],[],[],[],[],[],[]
169,0,[0],[0],[0],169,[],[],[],[],[],[],[]
170,0,[0],[0],[0],170,[],[],[],[],[],[],[]
171,0,[0],[0],[0],171,[],[],[],[],[],[],[]
172,0,[0],[0],[0],172,[],[],[],[],[],[],[]
173,0,[0],[0],[0],173,[],[],[],[],[],[],[]
174,0,[0],[0],[0],174,[],[],[],[],[],[],[]
175,0,[0],[0],[0],175,[],[],[],[],[],[],[]
176,0,[0],[0],[0],176,[],[],[],[],[],[],[]
177,0,[0],[0],[0],177,[],[],[],[],[],[],[]
178,0,[0],[0],[0],178,[],[],[],[],[],[],[]
179,0,[0],[0],[0],179,[],[],[],[],[],[],[]
180,0,[0],[0],[0],180,[],[],[],[],[],[],[]
181,0,[0],[0],[0],181,[],[],[],[],[],[],[]
182,0,[0],[0],[0],182,[],[],[],[],[],[],[]
183,0,[0],[0],[0],183,[],[],[],[],[],[],[]
184,0,[0],[0],[0],184,[],[],[],[],[],[],[]
185,0,[0],[0],[0],185,[],[],[],[],[],[],[]
186,0,[0],[0],[0],186,[],[],[],[],[],[],[]
187,0,[0],[0],[0],187,[],[],[],[],[],[],[]
188,0,[0],[0],[0],188,[],[],[],[],[],[],[]
189,0,[0],[0],[0],189,[],[],[],[],[],[],[]
190,0,[0],[0],[0],190,[],[],[],[],[],[],[]
191,0,[0],[0],[0],191,[],[],[],[],[],[],[]
192,0,[0],[0],[0],192,[],[],[],[],[],[],[]
193,0,[0],[0],[0],193,[],[],[],[],[],[],[]
194,0,[0],[0],[0],194,[],[],[],[],[],[],[]
195,0,[0],[0],[0],195,[],[],[],[],[],[],[]
196,0,[0],[0],[0],196,[],[],[],[],[],[],[]
197,0,[0],[0],[0],197,[],[],[],[],[],[],[]
