segment_index,seg_basename,cumulative_start_frame,frame_count
428,seg_00428.ts,51417,120
429,seg_00429.ts,51537,120
430,seg_00430.ts,51657,120
431,seg_00431.ts,51777,120
432,seg_00432.ts,51897,119
433,seg_00433.ts,52016,120
434,seg_00434.ts,52136,120
435,seg_00435.ts,52256,120
436,seg_00436.ts,52376,120
437,seg_00437.ts,52496,120
438,seg_00438.ts,52616,120
439,seg_00439.ts,52736,120
440,seg_00440.ts,52856,120
441,seg_00441.ts,52976,120
442,seg_00442.ts,53096,120
443,seg_00443.ts,53216,120
444,seg_00444.ts,53336,120
445,seg_00445.ts,53456,120
446,seg_00446.ts,53576,120
447,seg_00447.ts,53696,120
448,seg_00448.ts,53816,120
449,seg_00449.ts,53936,120
450,seg_00450.ts,54056,120
451,seg_00451.ts,54176,120
452,seg_00452.ts,54296,120
453,seg_00453.ts,54416,120
454,seg_00454.ts,54536,120
455,seg_00455.ts,54656,120
456,seg_00456.ts,54776,120
457,seg_00457.ts,54896,120
458,seg_00458.ts,55016,120
459,seg_00459.ts,55136,120
460,seg_00460.ts,55256,120
461,seg_00461.ts,55376,120
462,seg_00462.ts,55496,120
463,seg_00463.ts,55616,120
464,seg_00464.ts,55736,120
465,seg_00465.ts,55856,120
466,seg_00466.ts,55976,120
467,seg_00467.ts,56096,120
468,seg_00468.ts,56216,120
469,seg_00469.ts,56336,120
470,seg_00470.ts,56456,120
471,seg_00471.ts,56576,120
472,seg_00472.ts,56696,120
473,seg_00473.ts,56816,120
